Time;Application throughput downlink;Ping round trip time;RS SNR;RSRQ (detected) - 1;RSRQ (detected) - 2;RSRQ (detected) - 3;RSRQ (detected) - 4;RSRQ (detected) - 5;RSRQ (detected) - 6;RSRP (detected) - 1;RSRP (detected) - 2;RSRP (detected) - 3;RSRP (detected) - 4;RSRP (detected) - 5;RSRP (detected) - 6
14:12:38.827;6.4;;;;;;;;;;;;;;
14:12:38.905;;;;-16.5; -20.0;;;;;-83.0; -88.0;;;;
14:12:38.905;;;18.7;;;;;;;;;;;;
14:12:39.629;;;;-16.0; -20.0;;;;;-83.0; -87.0;;;;
14:12:39.629;;;18.1;;;;;;;;;;;;
14:12:39.847;6.7;;;;;;;;;;;;;;
14:12:40.344;;;;-13.5; -20.0;;;;;-75.0; -82.0;;;;
14:12:40.344;;;18.5;;;;;;;;;;;;
14:12:41.260;;;;-17.5; -20.0;;;;;-80.0; -85.0;;;;
14:12:41.260;;;22.6;;;;;;;;;;;;
14:12:42.220;;;;-17.5; -20.0;;;;;-81.0; -85.0;;;;
14:12:42.220;;;22.2;;;;;;;;;;;;
14:12:43.184;;;;-17.5; -20.0;;;;;-83.0; -88.0;;;;
14:12:43.184;;;18.9;;;;;;;;;;;;
14:12:44.145;;;;-18.5; -19.0;;;;;-84.0; -84.0;;;;
14:12:44.145;;;18.2;;;;;;;;;;;;
14:12:45.124;;;;-17.0; -18.0;;;;;-82.0; -83.0;;;;
14:12:45.124;;;16.9;;;;;;;;;;;;
14:12:46.062;;;;-15.5; -20.0;;;;;-79.0; -84.0;;;;
14:12:46.062;;;14.3;;;;;;;;;;;;
14:12:47.022;;;;-14.5; -20.0;;;;;-79.0; -86.0;;;;
14:12:47.022;;;18.0;;;;;;;;;;;;
14:12:47.982;;;;-17.0; -20.0;;;;;-81.0; -85.0;;;;
14:12:47.982;;;25.5;;;;;;;;;;;;
14:12:48.943;;;;-17.0; -20.0;;;;;-80.0; -86.0;;;;
14:12:48.943;;;19.3;;;;;;;;;;;;
14:12:49.903;;;;-15.0; -20.0;;;;;-80.0; -87.0;;;;
14:12:49.903;;;16.4;;;;;;;;;;;;
14:12:51.974;;;13.0;;;;;;;;;;;;
14:12:53.887;;;;-18.0;;;;;;-82.0;;;;;
14:12:53.887;;;16.0;;;;;;;;;;;;
14:12:55.208;;;;-17.0;;;;;;-81.0;;;;;
14:12:55.208;;;17.0;;;;;;;;;;;;
14:12:55.767;;143;;;;;;;;;;;;;
14:12:55.823;;;10.6;;;;;;;;;;;;
14:12:56.503;;;10.5;;;;;;;;;;;;
14:12:56.741;;30;;;;;;;;;;;;;
14:12:57.183;;;;-14.0;;;;;;-84.0;;;;;
14:12:57.183;;;13.2;;;;;;;;;;;;
14:12:57.673;;39;;;;;;;;;;;;;
14:12:57.926;;;;-16.5;;;;;;-82.0;;;;;
14:12:57.926;;;18.7;;;;;;;;;;;;
14:12:58.645;;;;-12.0;;;;;;-79.0;;;;;
14:12:58.645;;;18.8;;;;;;;;;;;;
14:12:58.678;;37;;;;;;;;;;;;;
14:12:59.499;;;;-12.0;;;;;;-77.0;;;;;
14:12:59.499;;;14.9;;;;;;;;;;;;
14:12:59.674;;35;;;;;;;;;;;;;
14:13:00.459;;;;-14.5;;;;;;-79.0;;;;;
14:13:00.459;;;18.4;;;;;;;;;;;;
14:13:00.695;;33;;;;;;;;;;;;;
14:13:01.418;;;;-13.0;;;;;;-79.0;;;;;
14:13:01.418;;;15.5;;;;;;;;;;;;
14:13:01.693;;41;;;;;;;;;;;;;
14:13:02.379;;;;-10.5;;;;;;-77.0;;;;;
14:13:02.379;;;16.3;;;;;;;;;;;;
14:13:02.694;;39;;;;;;;;;;;;;
14:13:03.339;;;;-14.5;;;;;;-81.0;;;;;
14:13:03.339;;;17.4;;;;;;;;;;;;
14:13:03.695;;37;;;;;;;;;;;;;
14:13:04.296;;;;-18.5;;;;;;-83.0;;;;;
14:13:04.296;;;19.3;;;;;;;;;;;;
14:13:04.717;;35;;;;;;;;;;;;;
14:13:04.977;;;;-20.0;;;;;;-86.0;;;;;
14:13:04.977;;;23.3;;;;;;;;;;;;
14:13:05.899;;;;-20.0;;;;;;-82.0;;;;;
14:13:05.899;;;24.5;;;;;;;;;;;;
14:13:06.859;;;;-18.5;;;;;;-81.0;;;;;
14:13:06.859;;;25.9;;;;;;;;;;;;
14:13:07.823;;;;-18.5;;;;;;-81.0;;;;;
14:13:07.823;;;19.9;;;;;;;;;;;;
14:13:08.783;;;;-20.0;;;;;;-83.0;;;;;
14:13:08.783;;;19.9;;;;;;;;;;;;
14:13:09.743;;;;-18.0;;;;;;-83.0;;;;;
14:13:09.743;;;21.4;;;;;;;;;;;;
14:13:11.023;;;;-18.0;;;;;;-86.0;;;;;
14:13:11.023;;;17.5;;;;;;;;;;;;
14:13:11.983;;;;-20.0;;;;;;-85.0;;;;;
14:13:11.983;;;21.0;;;;;;;;;;;;
14:13:12.943;;;;-17.0;;;;;;-84.0;;;;;
14:13:12.943;;;17.9;;;;;;;;;;;;
14:13:13.918;;;;-15.0;;;;;;-82.0;;;;;
14:13:13.918;;;16.6;;;;;;;;;;;;
14:13:14.859;;;;-17.5;;;;;;-81.0;;;;;
14:13:14.859;;;19.2;;;;;;;;;;;;
14:13:15.820;;;;-20.0;;;;;;-87.0;;;;;
14:13:15.820;;;16.3;;;;;;;;;;;;
14:13:16.799;;;;-15.5;;;;;;-80.0;;;;;
14:13:16.799;;;20.0;;;;;;;;;;;;
14:13:17.740;;;;-16.0; -20.0;;;;;-82.0; -91.0;;;;
14:13:17.740;;;15.1;;;;;;;;;;;;
14:13:18.700;;;;-20.0; -20.0;;;;;-84.0; -87.0;;;;
14:13:18.700;;;19.9;;;;;;;;;;;;
14:13:19.663;;;;-20.0; -20.0;;;;;-83.0; -86.0;;;;
14:13:19.663;;;21.8;;;;;;;;;;;;
14:13:20.559;;;;-20.0; -20.0;;;;;-84.0; -88.0;;;;
14:13:20.559;;;19.5;;;;;;;;;;;;
14:13:21.240;;;;-20.0; -20.0;;;;;-85.0; -85.0;;;;
14:13:21.240;;;20.3;;;;;;;;;;;;
14:13:21.708;9.1;;;;;;;;;;;;;;
14:13:21.920;;;;-20.0; -20.0; -20.0;;;;-85.0; -86.0; -87.0;;;
14:13:21.920;;;21.2;;;;;;;;;;;;
14:13:22.638;;;;-18.5; -20.0; -20.0;;;;-88.0; -93.0; -94.0;;;
14:13:22.638;;;17.3;;;;;;;;;;;;
14:13:22.734;5.8;;;;;;;;;;;;;;
14:13:23.359;;;;-20.0; -20.0;;;;;-82.0; -85.0;;;;
14:13:23.359;;;20.8;;;;;;;;;;;;
14:13:23.760;6.4;;;;;;;;;;;;;;
14:13:24.038;;;;-20.0; -20.0; -20.0;;;;-81.0; -83.0; -84.0;;;
14:13:24.038;;;21.1;;;;;;;;;;;;
14:13:24.718;;;;-20.0; -20.0; -20.0;;;;-83.0; -85.0; -85.0;;;
14:13:24.718;;;23.6;;;;;;;;;;;;
14:13:24.762;6.3;;;;;;;;;;;;;;
14:13:25.401;;;;-20.0; -20.0; -20.0;;;;-79.0; -80.0; -80.0;;;
14:13:25.401;;;19.4;;;;;;;;;;;;
14:13:25.770;29.1;;;;;;;;;;;;;;
14:13:26.128;;;;-20.0; -20.0; -20.0;;;;-78.0; -79.0; -79.0;;;
14:13:26.128;;;21.5;;;;;;;;;;;;
14:13:26.778;33.3;;;;;;;;;;;;;;
14:13:26.841;;;;-20.0; -20.0; -20.0;;;;-81.0; -82.0; -83.0;;;
14:13:26.841;;;23.8;;;;;;;;;;;;
14:13:27.559;;;;-16.0; -18.5; -20.0;;;;-88.0; -90.0; -94.0;;;
14:13:27.559;;;12.7;;;;;;;;;;;;
14:13:27.779;27.4;;;;;;;;;;;;;;
14:13:28.241;;;;-16.0; -15.5; -20.0;;;;-91.0; -91.0; -93.0;;;
14:13:28.241;;;9.6;;;;;;;;;;;;
14:13:28.779;22.4;;;;;;;;;;;;;;
14:13:28.921;;;;-13.0; -19.0; -20.0;;;;-89.0; -96.0; -99.0;;;
14:13:28.921;;;9.7;;;;;;;;;;;;
14:13:29.601;;;;-15.5; -20.0; -20.0;;;;-83.0; -89.0; -91.0;;;
14:13:29.601;;;8.7;;;;;;;;;;;;
14:13:29.779;21.7;;;;;;;;;;;;;;
14:13:30.280;;;;-12.0; -20.0;;;;;-79.0; -88.0;;;;
14:13:30.280;;;7.9;;;;;;;;;;;;
14:13:30.787;23.1;;;;;;;;;;;;;;
14:13:30.960;;;;-18.5; -20.0;;;;;-89.0; -92.0;;;;
14:13:30.960;;;10.0;;;;;;;;;;;;
14:13:31.639;;;;-17.5; -20.0;;;;;-92.0; -93.0;;;;
14:13:31.639;;;11.5;;;;;;;;;;;;
14:13:31.790;25.3;;;;;;;;;;;;;;
14:13:32.325;;;;-14.5; -20.0;;;;;-87.0; -90.0;;;;
14:13:32.325;;;11.4;;;;;;;;;;;;
14:13:32.806;22.4;;;;;;;;;;;;;;
14:13:33.000;;;;-15.5; -20.0;;;;;-84.0; -90.0;;;;
14:13:33.000;;;10.2;;;;;;;;;;;;
14:13:33.719;;;;-19.0; -20.0;;;;;-88.0; -92.0;;;;
14:13:33.719;;;10.1;;;;;;;;;;;;
14:13:33.811;22.6;;;;;;;;;;;;;;
14:13:34.400;;;;-18.5; -19.5;;;;;-88.0; -90.0;;;;
14:13:34.400;;;10.4;;;;;;;;;;;;
14:13:34.811;23.5;;;;;;;;;;;;;;
14:13:35.080;;;;-16.0; -20.0;;;;;-83.0; -88.0;;;;
14:13:35.080;;;10.7;;;;;;;;;;;;
14:13:35.760;;;;-16.0; -20.0;;;;;-85.0; -88.0;;;;
14:13:35.760;;;9.2;;;;;;;;;;;;
14:13:35.898;20.1;;;;;;;;;;;;;;
14:13:36.439;;;;-17.5; -20.0;;;;;-87.0; -92.0;;;;
14:13:36.439;;;9.8;;;;;;;;;;;;
14:13:36.900;25.1;;;;;;;;;;;;;;
14:13:37.162;;;;-15.5; -20.0;;;;;-83.0; -88.0;;;;
14:13:37.162;;;10.2;;;;;;;;;;;;
14:13:37.842;;;;-13.5; -17.0;;;;;-82.0; -86.0;;;;
14:13:37.842;;;9.6;;;;;;;;;;;;
14:13:37.905;21.8;;;;;;;;;;;;;;
14:13:38.560;;;;-15.0; -20.0;;;;;-82.0; -90.0;;;;
14:13:38.560;;;8.6;;;;;;;;;;;;
14:13:38.905;21.8;;;;;;;;;;;;;;
14:13:39.239;;;;-15.5; -20.0;;;;;-86.0; -89.0;;;;
14:13:39.239;;;9.1;;;;;;;;;;;;
14:13:39.911;20.1;;;;;;;;;;;;;;
14:13:39.919;;;;-13.0; -20.0;;;;;-83.0; -92.0;;;;
14:13:39.919;;;8.8;;;;;;;;;;;;
14:13:40.601;;;;-16.0; -20.0;;;;;-90.0; -92.0;;;;
14:13:40.601;;;8.5;;;;;;;;;;;;
14:13:40.911;22.1;;;;;;;;;;;;;;
14:13:41.280;;;;-12.5; -20.0;;;;;-89.0; -91.0;;;;
14:13:41.280;;;8.6;;;;;;;;;;;;
14:13:41.911;23.7;;;;;;;;;;;;;;
14:13:41.963;;;;-17.5; -15.0;;;;;-89.0; -90.0;;;;
14:13:41.963;;;9.5;;;;;;;;;;;;
14:13:42.641;;;;-19.5; -20.0;;;;;-91.0; -95.0;;;;
14:13:42.641;;;12.3;;;;;;;;;;;;
14:13:42.911;25.2;;;;;;;;;;;;;;
14:13:43.361;;;;-11.0; -20.0;;;;;-85.0; -93.0;;;;
14:13:43.361;;;8.6;;;;;;;;;;;;
14:13:43.916;20.3;;;;;;;;;;;;;;
14:13:44.040;;;;-11.0; -20.0;;;;;-86.0; -93.0;;;;
14:13:44.040;;;7.5;;;;;;;;;;;;
14:13:44.719;;;;-12.0; -20.0;;;;;-90.0; -93.0;;;;
14:13:44.719;;;5.5;;;;;;;;;;;;
14:13:44.919;17.3;;;;;;;;;;;;;;
14:13:45.400;;;;-11.0; -20.0;;;;;-87.0; -92.0;;;;
14:13:45.400;;;4.2;;;;;;;;;;;;
14:13:45.920;17.5;;;;;;;;;;;;;;
14:13:46.080;;;;-10.5; -20.0;;;;;-88.0; -92.0;;;;
14:13:46.080;;;7.1;;;;;;;;;;;;
14:13:46.760;;;;-13.5; -20.0;;;;;-89.0; -92.0;;;;
14:13:46.760;;;8.8;;;;;;;;;;;;
14:13:46.920;22.7;;;;;;;;;;;;;;
14:13:47.479;;;;-14.5; -20.0;;;;;-93.0; -95.0;;;;
14:13:47.479;;;8.8;;;;;;;;;;;;
14:13:47.921;25.0;;;;;;;;;;;;;;
14:13:48.160;;;;-16.0; -19.5;;;;;-93.0; -93.0;;;;
14:13:48.160;;;8.7;;;;;;;;;;;;
14:13:48.840;;;;-20.0; -19.0;;;;;-94.0; -96.0;;;;
14:13:48.840;;;9.9;;;;;;;;;;;;
14:13:48.935;24.2;;;;;;;;;;;;;;
14:13:49.560;;;;-10.0; -20.0;;;;;-86.0; -94.0;;;;
14:13:49.560;;;10.1;;;;;;;;;;;;
14:13:49.947;22.8;;;;;;;;;;;;;;
14:13:50.240;;;;-12.5; -20.0;;;;;-88.0; -96.0;;;;
14:13:50.240;;;7.5;;;;;;;;;;;;
14:13:50.949;21.7;;;;;;;;;;;;;;
14:13:50.965;;;;-13.0; -20.0;;;;;-89.0; -97.0;;;;
14:13:50.965;;;8.8;;;;;;;;;;;;
14:13:51.679;;;;-12.5; -16.5; -19.0;;;;-91.0; -94.0; -100.0;;;
14:13:51.679;;;7.3;;;;;;;;;;;;
14:13:52.359;;;;-12.0; -16.5; -20.0;;;;-91.0; -93.0; -102.0;;;
14:13:52.359;;;11.2;;;;;;;;;;;;
14:13:53.260;;;;-11.5; -17.0; -20.0;;;;-92.0; -93.0; -106.0;;;
14:13:53.260;;;11.0;;;;;;;;;;;;
14:13:54.219;;;;-11.5; -17.5; -20.0;;;;-92.0; -95.0; -106.0;;;
14:13:54.219;;;9.4;;;;;;;;;;;;
14:13:55.179;;;;-12.0; -16.5; -20.0;;;;-92.0; -92.0; -105.0;;;
14:13:55.179;;;11.8;;;;;;;;;;;;
14:13:56.184;;;;-11.0; -19.5; -20.0;;;;-89.0; -95.0; -104.0;;;
14:13:56.184;;;10.0;;;;;;;;;;;;
14:13:56.864;;;;-11.5; -15.5; -20.0;;;;-89.0; -89.0; -101.0;;;
14:13:56.864;;;9.4;;;;;;;;;;;;
14:13:57.543;;;;-11.0; -13.0; -20.0;;;;-86.0; -87.0; -102.0;;;
14:13:57.543;;;9.9;;;;;;;;;;;;
14:13:58.223;;;;-14.0; -13.5; -20.0;;;;-88.0; -89.0; -100.0;;;
14:13:58.223;;;10.1;;;;;;;;;;;;
14:13:58.903;;;;-16.0; -10.0; -20.0;;;;-88.0; -89.0; -101.0;;;
14:13:58.903;;;11.2;;;;;;;;;;;;
14:13:59.621;;;;-9.0; -19.5;;;;;-83.0; -95.0;;;;
14:13:59.621;;;9.6;;;;;;;;;;;;
14:14:00.298;;;;-11.5; -15.0;;;;;-88.0; -89.0;;;;
14:14:00.298;;;9.6;;;;;;;;;;;;
14:14:00.981;;;;-14.0; -9.5;;;;;-90.0; -91.0;;;;
14:14:00.981;;;7.6;;;;;;;;;;;;
14:14:01.660;;;;-11.5; -17.0;;;;;-90.0; -90.0;;;;
14:14:01.660;;;9.4;;;;;;;;;;;;
14:14:02.340;;;;-11.0; -17.5;;;;;-88.0; -91.0;;;;
14:14:02.340;;;9.2;;;;;;;;;;;;
14:14:03.020;;;;-9.0; -16.5;;;;;-85.0; -90.0;;;;
14:14:03.020;;;8.7;;;;;;;;;;;;
14:14:04.934;;;;-11.0;;;;;;-86.0;;;;;
14:14:04.934;;;8.9;;;;;;;;;;;;
14:14:06.261;;126;;;;;;;;;;;;;
14:14:06.304;;;9.7;;;;;;;;;;;;
14:14:07.114;;;;-9.5; -16.0;;;;;-87.0; -88.0;;;;
14:14:07.114;;;9.3;;;;;;;;;;;;
14:14:07.131;;33;;;;;;;;;;;;;
14:14:07.940;;;;-13.0; -17.0;;;;;-91.0; -91.0;;;;
14:14:07.940;;;10.5;;;;;;;;;;;;
14:14:08.182;;33;;;;;;;;;;;;;
14:14:08.899;;;;-13.0; -12.5;;;;;-88.0; -93.0;;;;
14:14:08.899;;;11.2;;;;;;;;;;;;
14:14:09.164;;40;;;;;;;;;;;;;
14:14:09.860;;;;-16.0; -10.0;;;;;-89.0; -90.0;;;;
14:14:09.860;;;11.2;;;;;;;;;;;;
14:14:10.141;;40;;;;;;;;;;;;;
14:14:10.820;;;;-13.0; -15.5;;;;;-89.0; -90.0;;;;
14:14:10.820;;;11.2;;;;;;;;;;;;
14:14:11.169;;44;;;;;;;;;;;;;
14:14:11.780;;;;-14.0; -12.5;;;;;-89.0; -92.0;;;;
14:14:11.780;;;12.0;;;;;;;;;;;;
14:14:12.388;;35;;;;;;;;;;;;;
14:14:12.740;;;;-13.5; -16.5;;;;;-90.0; -94.0;;;;
14:14:12.740;;;13.1;;;;;;;;;;;;
14:14:13.164;;41;;;;;;;;;;;;;
14:14:13.723;;;;-15.0; -20.0;;;;;-74.0; -84.0;;;;
14:14:13.723;;;14.4;;;;;;;;;;;;
14:14:14.286;;35;;;;;;;;;;;;;
14:14:14.980;;;;-13.5; -20.0;;;;;-78.0; -88.0;;;;
14:14:14.980;;;16.9;;;;;;;;;;;;
14:14:15.396;;41;;;;;;;;;;;;;
14:14:15.940;;;;-19.5; -20.0;;;;;-85.0; -90.0;;;;
14:14:15.940;;;18.3;;;;;;;;;;;;
14:14:16.899;;;;-17.0; -20.0;;;;;-84.0; -94.0;;;;
14:14:16.899;;;17.9;;;;;;;;;;;;
14:14:18.185;;;;-17.0; -20.0;;;;;-84.0; -93.0;;;;
14:14:18.185;;;15.7;;;;;;;;;;;;
14:14:19.146;;;;-14.5; -20.0;;;;;-83.0; -91.0;;;;
14:14:19.146;;;13.6;;;;;;;;;;;;
14:14:20.123;;;;-13.0; -20.0;;;;;-81.0; -92.0;;;;
14:14:20.123;;;14.6;;;;;;;;;;;;
14:14:21.063;;;;-12.0; -20.0;;;;;-81.0; -93.0;;;;
14:14:21.063;;;12.0;;;;;;;;;;;;
14:14:22.024;;;;-12.0; -19.0;;;;;-81.0; -90.0;;;;
14:14:22.024;;;14.4;;;;;;;;;;;;
14:14:22.980;;;;-12.0; -20.0;;;;;-79.0; -91.0;;;;
14:14:22.980;;;16.2;;;;;;;;;;;;
14:14:23.941;;;;-18.5; -18.5;;;;;-88.0; -90.0;;;;
14:14:23.941;;;14.9;;;;;;;;;;;;
14:14:24.660;;;;-15.0; -20.0;;;;;-83.0; -93.0;;;;
14:14:24.660;;;16.1;;;;;;;;;;;;
14:14:25.340;;;;-16.5; -20.0;;;;;-84.0; -93.0;;;;
14:14:25.340;;;16.8;;;;;;;;;;;;
14:14:26.020;;;;-15.5; -20.0;;;;;-87.0; -93.0;;;;
14:14:26.020;;;15.1;;;;;;;;;;;;
14:14:26.699;;;;-11.0; -20.0;;;;;-82.0; -95.0;;;;
14:14:26.699;;;13.3;;;;;;;;;;;;
14:14:27.379;;;;-14.5; -20.0;;;;;-82.0; -92.0;;;;
14:14:27.379;;;14.5;;;;;;;;;;;;
14:14:28.059;;;;-12.0; -20.0;;;;;-83.0; -94.0;;;;
14:14:28.059;;;14.6;;;;;;;;;;;;
14:14:28.739;;;;-15.0; -20.0;;;;;-86.0; -94.0;;;;
14:14:28.739;;;14.0;;;;;;;;;;;;
14:14:29.423;;;;-9.0; -20.0;;;;;-79.0; -95.0;;;;
14:14:29.423;;;15.1;;;;;;;;;;;;
14:14:30.105;;;;-18.0; -20.0;;;;;-86.0; -92.0;;;;
14:14:30.105;;;17.6;;;;;;;;;;;;
14:14:30.781;;;;-18.5; -20.0;;;;;-85.0; -89.0;;;;
14:14:30.781;;;18.2;;;;;;;;;;;;
14:14:31.501;;;;-17.0; -20.0;;;;;-88.0; -94.0;;;;
14:14:31.501;;;16.0;;;;;;;;;;;;
14:14:32.183;;;;-17.5; -20.0;;;;;-85.0; -90.0;;;;
14:14:32.183;;;15.5;;;;;;;;;;;;
14:14:32.505;30.7;;;;;;;;;;;;;;
14:14:32.860;;;;-20.0; -20.0;;;;;-88.0; -88.0;;;;
14:14:32.860;;;16.3;;;;;;;;;;;;
14:14:33.505;39.0;;;;;;;;;;;;;;
14:14:33.582;;;;-19.5; -20.0;;;;;-90.0; -93.0;;;;
14:14:33.582;;;17.7;;;;;;;;;;;;
14:14:34.263;;;;-15.0; -20.0;;;;;-82.0; -90.0;;;;
14:14:34.263;;;15.2;;;;;;;;;;;;
14:14:34.506;33.8;;;;;;;;;;;;;;
14:14:34.942;;;;-20.0; -20.0;;;;;-87.0; -88.0;;;;
14:14:34.942;;;16.4;;;;;;;;;;;;
14:14:35.507;34.2;;;;;;;;;;;;;;
14:14:35.668;;;;-14.5; -20.0;;;;;-88.0; -90.0;;;;
14:14:35.668;;;15.0;;;;;;;;;;;;
14:14:36.341;;;;-10.5; -20.0;;;;;-82.0; -91.0;;;;
14:14:36.341;;;14.4;;;;;;;;;;;;
14:14:36.507;34.3;;;;;;;;;;;;;;
14:14:37.060;;;;-14.5; -20.0;;;;;-85.0; -91.0;;;;
14:14:37.060;;;15.3;;;;;;;;;;;;
14:14:37.510;33.1;;;;;;;;;;;;;;
14:14:37.780;;;;-15.0;;;;;;-84.0;;;;;
14:14:37.780;;;12.6;;;;;;;;;;;;
14:14:38.460;;;;-13.0;;;;;;-81.0;;;;;
14:14:38.460;;;12.6;;;;;;;;;;;;
14:14:38.511;34.6;;;;;;;;;;;;;;
14:14:39.184;;;;-15.5;;;;;;-84.0;;;;;
14:14:39.184;;;14.2;;;;;;;;;;;;
14:14:39.511;32.2;;;;;;;;;;;;;;
14:14:39.864;;;;-19.5;;;;;;-89.0;;;;;
14:14:39.864;;;13.7;;;;;;;;;;;;
14:14:40.513;37.0;;;;;;;;;;;;;;
14:14:40.540;;;;-20.0;;;;;;-87.0;;;;;
14:14:40.540;;;19.7;;;;;;;;;;;;
14:14:41.263;;;;-20.0;;;;;;-89.0;;;;;
14:14:41.263;;;19.1;;;;;;;;;;;;
14:14:41.516;34.0;;;;;;;;;;;;;;
14:14:41.981;;;;-18.0;;;;;;-84.0;;;;;
14:14:41.981;;;18.5;;;;;;;;;;;;
14:14:42.518;34.2;;;;;;;;;;;;;;
14:14:42.661;;;;-15.0;;;;;;-81.0;;;;;
14:14:42.661;;;16.6;;;;;;;;;;;;
14:14:43.340;;;;-16.5;;;;;;-78.0;;;;;
14:14:43.340;;;12.6;;;;;;;;;;;;
14:14:43.525;33.6;;;;;;;;;;;;;;
14:14:44.059;;;;-15.0;;;;;;-81.0;;;;;
14:14:44.059;;;12.0;;;;;;;;;;;;
14:14:44.531;32.2;;;;;;;;;;;;;;
14:14:44.745;;;;-15.0;;;;;;-80.0;;;;;
14:14:44.745;;;9.8;;;;;;;;;;;;
14:14:45.426;;;;-16.0;;;;;;-79.0;;;;;
14:14:45.426;;;11.9;;;;;;;;;;;;
14:14:45.531;31.6;;;;;;;;;;;;;;
14:14:46.106;;;;-15.5;;;;;;-79.0;;;;;
14:14:46.106;;;15.8;;;;;;;;;;;;
14:14:46.531;39.9;;;;;;;;;;;;;;
14:14:46.786;;;;-15.0;;;;;;-81.0;;;;;
14:14:46.786;;;14.9;;;;;;;;;;;;
14:14:47.505;;;;-14.0;;;;;;-79.0;;;;;
14:14:47.505;;;10.0;;;;;;;;;;;;
14:14:47.531;29.2;;;;;;;;;;;;;;
14:14:48.185;;;;-8.5;;;;;;-78.0;;;;;
14:14:48.185;;;7.6;;;;;;;;;;;;
14:14:48.664;9.9;;;;;;;;;;;;;;
14:14:48.864;;;;-11.5;;;;;;-81.0;;;;;
14:14:48.864;;;8.6;;;;;;;;;;;;
14:14:49.543;;;;-14.5;;;;;;-84.0;;;;;
14:14:49.543;;;10.7;;;;;;;;;;;;
14:14:49.666;27.9;;;;;;;;;;;;;;
14:14:50.224;;;;-11.5;;;;;;-80.0;;;;;
14:14:50.224;;;11.9;;;;;;;;;;;;
14:14:50.666;21.1;;;;;;;;;;;;;;
14:14:50.903;;;;-14.0;;;;;;-85.0;;;;;
14:14:50.903;;;11.3;;;;;;;;;;;;
14:14:51.582;;;;-14.0;;;;;;-84.0;;;;;
14:14:51.582;;;13.8;;;;;;;;;;;;
14:14:51.674;26.7;;;;;;;;;;;;;;
14:14:52.260;;;;-13.0;;;;;;-82.0;;;;;
14:14:52.260;;;11.9;;;;;;;;;;;;
14:14:52.684;20.4;;;;;;;;;;;;;;
14:14:52.940;;;;-12.0;;;;;;-83.0;;;;;
14:14:52.940;;;12.0;;;;;;;;;;;;
14:14:53.620;;;;-11.5;;;;;;-78.0;;;;;
14:14:53.620;;;11.3;;;;;;;;;;;;
14:14:53.692;28.5;;;;;;;;;;;;;;
14:14:54.300;;;;-16.0;;;;;;-81.0;;;;;
14:14:54.300;;;13.5;;;;;;;;;;;;
14:14:54.695;32.7;;;;;;;;;;;;;;
14:14:54.980;;;;-16.5;;;;;;-81.0;;;;;
14:14:54.980;;;17.3;;;;;;;;;;;;
14:14:55.660;;;;-18.5;;;;;;-88.0;;;;;
14:14:55.660;;;20.8;;;;;;;;;;;;
14:14:55.711;51.9;;;;;;;;;;;;;;
14:14:56.344;;;;-16.0;;;;;;-85.0;;;;;
14:14:56.344;;;18.1;;;;;;;;;;;;
14:14:56.711;31.3;;;;;;;;;;;;;;
14:14:57.060;;;;-11.0;;;;;;-79.0;;;;;
14:14:57.060;;;10.8;;;;;;;;;;;;
14:14:57.740;;;;-9.5;;;;;;-77.0;;;;;
14:14:57.740;;;13.0;;;;;;;;;;;;
14:14:57.850;12.6;;;;;;;;;;;;;;
14:14:58.460;;;;-14.5;;;;;;-77.0;;;;;
14:14:58.460;;;17.3;;;;;;;;;;;;
14:14:58.851;34.9;;;;;;;;;;;;;;
14:14:59.142;;;;-13.0;;;;;;-77.0;;;;;
14:14:59.142;;;16.3;;;;;;;;;;;;
14:14:59.820;;;;-14.0;;;;;;-77.0;;;;;
14:14:59.820;;;17.4;;;;;;;;;;;;
14:14:59.852;31.1;;;;;;;;;;;;;;
14:15:00.500;;;;-13.5;;;;;;-78.0;;;;;
14:15:00.500;;;16.1;;;;;;;;;;;;
14:15:00.852;30.6;;;;;;;;;;;;;;
14:15:01.220;;;;-14.0;;;;;;-77.0;;;;;
14:15:01.220;;;15.5;;;;;;;;;;;;
14:15:01.939;;;;-11.5;;;;;;-76.0;;;;;
14:15:01.939;;;16.0;;;;;;;;;;;;
14:15:02.620;;;;-10.5;;;;;;-76.0;;;;;
14:15:02.620;;;16.1;;;;;;;;;;;;
14:15:03.299;;;;-11.5;;;;;;-77.0;;;;;
14:15:03.299;;;14.0;;;;;;;;;;;;
14:15:04.259;;;;-12.0;;;;;;-76.0;;;;;
14:15:04.259;;;14.4;;;;;;;;;;;;
14:15:05.220;;;;-11.0;;;;;;-76.0;;;;;
14:15:05.220;;;16.8;;;;;;;;;;;;
14:15:06.178;;;;-12.5;;;;;;-77.0;;;;;
14:15:06.178;;;14.6;;;;;;;;;;;;
14:15:07.463;;;;-13.5;;;;;;-78.0;;;;;
14:15:07.463;;;14.6;;;;;;;;;;;;
14:15:08.423;;;;-14.0;;;;;;-78.0;;;;;
14:15:08.423;;;18.6;;;;;;;;;;;;
14:15:09.383;;;;-13.5;;;;;;-79.0;;;;;
14:15:09.383;;;16.9;;;;;;;;;;;;
14:15:10.343;;;;-13.5;;;;;;-80.0;;;;;
14:15:10.343;;;14.0;;;;;;;;;;;;
14:15:11.303;;;;-13.5;;;;;;-80.0;;;;;
14:15:11.303;;;20.4;;;;;;;;;;;;
