Time;Application throughput downlink;Ping round trip time;RS SNR;RSRQ (detected) - 1;RSRQ (detected) - 2;RSRQ (detected) - 3;RSRQ (detected) - 4;RSRQ (detected) - 5;RSRQ (detected) - 6;RSRP (detected) - 1;RSRP (detected) - 2;RSRP (detected) - 3;RSRP (detected) - 4;RSRP (detected) - 5;RSRP (detected) - 6
14:10:08.591;;;;-14.0; -20.0;;;;;-76.0; -85.0;;;;
14:10:08.591;;;18.4;;;;;;;;;;;;
14:10:08.716;6.4;;;;;;;;;;;;;;
14:10:09.267;;;;-18.5; -20.0;;;;;-81.0; -86.0;;;;
14:10:09.267;;;17.8;;;;;;;;;;;;
14:10:09.720;6.3;;;;;;;;;;;;;;
14:10:09.949;;;;-20.0; -20.0;;;;;-83.0; -85.0;;;;
14:10:09.949;;;19.6;;;;;;;;;;;;
14:10:10.667;;;;-17.0; -20.0;;;;;-83.0; -85.0;;;;
14:10:10.667;;;20.0;;;;;;;;;;;;
14:10:10.732;6.4;;;;;;;;;;;;;;
14:10:11.349;;;;-13.0; -20.0;;;;;-81.0; -91.0;;;;
14:10:11.349;;;18.6;;;;;;;;;;;;
14:10:11.740;6.4;;;;;;;;;;;;;;
14:10:12.748;6.9;;;;;;;;;;;;;;
14:10:12.748;;;;-19.5; -20.0;;;;;-80.0; -84.0;;;;
14:10:12.748;;;19.4;;;;;;;;;;;;
14:10:13.428;;;;-17.5; -20.0;;;;;-80.0; -83.0;;;;
14:10:13.428;;;18.8;;;;;;;;;;;;
14:10:13.751;6.8;;;;;;;;;;;;;;
14:10:14.114;;;;-19.5; -20.0;;;;;-82.0; -85.0;;;;
14:10:14.114;;;19.2;;;;;;;;;;;;
14:10:14.759;6.8;;;;;;;;;;;;;;
14:10:14.788;;;;-20.0; -20.0;;;;;-81.0; -84.0;;;;
14:10:14.788;;;18.5;;;;;;;;;;;;
14:10:15.468;;;;-17.0; -20.0;;;;;-79.0; -84.0;;;;
14:10:15.468;;;18.4;;;;;;;;;;;;
14:10:15.769;6.7;;;;;;;;;;;;;;
14:10:16.153;;;;-15.5; -20.0;;;;;-79.0; -86.0;;;;
14:10:16.153;;;17.1;;;;;;;;;;;;
14:10:16.779;6.8;;;;;;;;;;;;;;
14:10:16.867;;;;-18.0; -20.0;;;;;-82.0; -86.0;;;;
14:10:16.867;;;18.0;;;;;;;;;;;;
14:10:17.548;;;;-13.0; -20.0;;;;;-83.0; -86.0;;;;
14:10:17.548;;;17.2;;;;;;;;;;;;
14:10:17.789;6.8;;;;;;;;;;;;;;
14:10:18.231;;;;-14.0; -15.5;;;;;-82.0; -84.0;;;;
14:10:18.231;;;18.6;;;;;;;;;;;;
14:10:18.947;;;;-12.5; -20.0;;;;;-79.0; -88.0;;;;
14:10:18.947;;;17.9;;;;;;;;;;;;
14:10:19.744;;;;-10.5; -18.5;;;;;-80.0; -88.0;;;;
14:10:19.744;;;15.8;;;;;;;;;;;;
14:10:20.704;;;;-13.5; -20.0;;;;;-79.0; -87.0;;;;
14:10:20.704;;;19.6;;;;;;;;;;;;
14:10:21.986;;;;-14.0; -20.0;;;;;-82.0; -87.0;;;;
14:10:21.986;;;17.7;;;;;;;;;;;;
14:10:22.946;;;;-15.0; -20.0;;;;;-82.0; -85.0;;;;
14:10:22.946;;;18.3;;;;;;;;;;;;
14:10:23.907;;;;-15.0; -20.0;;;;;-81.0; -85.0;;;;
14:10:23.907;;;16.7;;;;;;;;;;;;
14:10:24.866;;;;-16.0; -20.0;;;;;-82.0; -86.0;;;;
14:10:24.866;;;17.4;;;;;;;;;;;;
14:10:25.827;;;;-14.5; -20.0;;;;;-82.0; -88.0;;;;
14:10:25.827;;;16.9;;;;;;;;;;;;
14:10:26.786;;;;-15.5; -20.0;;;;;-80.0; -86.0;;;;
14:10:26.786;;;18.6;;;;;;;;;;;;
14:10:27.746;;;;-15.0; -20.0;;;;;-80.0; -84.0;;;;
14:10:27.746;;;17.4;;;;;;;;;;;;
14:10:28.706;;;;-13.5; -20.0;;;;;-80.0; -85.0;;;;
14:10:28.706;;;17.0;;;;;;;;;;;;
14:10:30.528;;;;-13.0;;;;;;-75.0;;;;;
14:10:30.528;;;17.4;;;;;;;;;;;;
14:10:31.826;;;;-12.5;;;;;;-78.0;;;;;
14:10:31.826;;;14.4;;;;;;;;;;;;
14:10:32.506;;;;-12.5;;;;;;-80.0;;;;;
14:10:32.506;;;15.5;;;;;;;;;;;;
14:10:33.262;;;;-12.0;;;;;;-81.0;;;;;
14:10:33.262;;;17.1;;;;;;;;;;;;
14:10:34.239;;;;-11.0;;;;;;-76.0;;;;;
14:10:34.239;;;16.1;;;;;;;;;;;;
14:10:34.519;;48;;;;;;;;;;;;;
14:10:34.959;;;;-10.0;;;;;;-75.0;;;;;
14:10:34.959;;;16.7;;;;;;;;;;;;
14:10:34.979;;39;;;;;;;;;;;;;
14:10:35.639;;;;-10.5; -20.0;;;;;-76.0; -89.0;;;;
14:10:35.639;;;15.1;;;;;;;;;;;;
14:10:36.007;;36;;;;;;;;;;;;;
14:10:36.322;;;;-10.0; -20.0;;;;;-80.0; -93.0;;;;
14:10:36.322;;;12.3;;;;;;;;;;;;
14:10:37.004;;;;-11.0; -20.0;;;;;-81.0; -92.0;;;;
14:10:37.004;;;14.6;;;;;;;;;;;;
14:10:37.015;;35;;;;;;;;;;;;;
14:10:37.744;;;;-12.0; -20.0;;;;;-78.0; -91.0;;;;
14:10:37.744;;;16.2;;;;;;;;;;;;
14:10:38.015;;33;;;;;;;;;;;;;
14:10:38.704;;;;-10.0; -20.0; -20.0;;;;-77.0; -85.0; -88.0;;;
14:10:38.704;;;6.4;;;;;;;;;;;;
14:10:39.013;;41;;;;;;;;;;;;;
14:10:39.664;;;;-17.0; -20.0; -20.0;;;;-80.0; -85.0; -87.0;;;
14:10:39.664;;;21.2;;;;;;;;;;;;
14:10:39.987;;39;;;;;;;;;;;;;
14:10:40.623;;;;-14.0; -20.0;;;;;-80.0; -87.0;;;;
14:10:40.623;;;17.6;;;;;;;;;;;;
14:10:41.020;;28;;;;;;;;;;;;;
14:10:41.585;;;;-14.5; -18.5;;;;;-81.0; -83.0;;;;
14:10:41.585;;;19.5;;;;;;;;;;;;
14:10:42.031;;45;;;;;;;;;;;;;
14:10:42.304;;;;-15.5; -19.0;;;;;-80.0; -85.0;;;;
14:10:42.304;;;21.5;;;;;;;;;;;;
14:10:43.013;;;;-15.0; -19.5;;;;;-80.0; -84.0;;;;
14:10:43.013;;;18.3;;;;;;;;;;;;
14:10:43.049;;42;;;;;;;;;;;;;
14:10:43.823;;;;-15.0; -19.0;;;;;-81.0; -84.0;;;;
14:10:43.823;;;17.1;;;;;;;;;;;;
14:10:44.783;;;;-14.0; -18.5;;;;;-80.0; -84.0;;;;
14:10:44.783;;;11.2;;;;;;;;;;;;
14:10:46.084;;;;-13.0; -19.5;;;;;-81.0; -85.0;;;;
14:10:46.084;;;17.6;;;;;;;;;;;;
14:10:47.026;;;;-12.5; -20.0;;;;;-78.0; -87.0;;;;
14:10:47.026;;;18.4;;;;;;;;;;;;
14:10:47.987;;;;-11.5; -20.0;;;;;-80.0; -89.0;;;;
14:10:47.987;;;16.6;;;;;;;;;;;;
14:10:48.946;;;;-13.5; -20.0;;;;;-80.0; -87.0;;;;
14:10:48.946;;;17.0;;;;;;;;;;;;
14:10:49.907;;;;-14.5; -20.0;;;;;-78.0; -86.0;;;;
14:10:49.907;;;19.8;;;;;;;;;;;;
14:10:50.866;;;;-15.0; -20.0;;;;;-78.0; -86.0;;;;
14:10:50.866;;;16.7;;;;;;;;;;;;
14:10:51.826;;;;-15.0; -20.0;;;;;-79.0; -82.0;;;;
14:10:51.826;;;23.1;;;;;;;;;;;;
14:10:52.786;;;;-15.0; -17.5;;;;;-78.0; -80.0;;;;
14:10:52.786;;;19.9;;;;;;;;;;;;
14:10:54.848;;;18.5;;;;;;;;;;;;
14:10:56.148;;;18.5;;;;;;;;;;;;
14:10:58.051;;;14.5;;;;;;;;;;;;
14:10:58.708;;;;-12.5;;;;;;-79.0;;;;;
14:10:58.708;;;18.2;;;;;;;;;;;;
14:10:59.386;;;;-15.0; -19.5;;;;;-81.0; -86.0;;;;
14:10:59.386;;;18.5;;;;;;;;;;;;
14:11:00.028;8.8;;;;;;;;;;;;;;
14:11:00.147;;;;-19.0; -19.0;;;;;-82.0; -84.0;;;;
14:11:00.147;;;20.9;;;;;;;;;;;;
14:11:00.786;;;;-19.0; -20.0;;;;;-81.0; -84.0;;;;
14:11:00.786;;;19.0;;;;;;;;;;;;
14:11:01.049;6.7;;;;;;;;;;;;;;
14:11:01.468;;;;-20.0; -20.0;;;;;-81.0; -84.0;;;;
14:11:01.468;;;21.8;;;;;;;;;;;;
14:11:02.050;7.0;;;;;;;;;;;;;;
14:11:02.191;;;;-20.0; -20.0;;;;;-82.0; -84.0;;;;
14:11:02.191;;;20.1;;;;;;;;;;;;
14:11:02.871;;;;-18.0; -20.0;;;;;-80.0; -84.0;;;;
14:11:02.871;;;17.7;;;;;;;;;;;;
14:11:03.074;6.8;;;;;;;;;;;;;;
14:11:03.546;;;;-16.5; -20.0;;;;;-78.0; -82.0;;;;
14:11:03.546;;;17.5;;;;;;;;;;;;
14:11:04.075;6.5;;;;;;;;;;;;;;
14:11:04.270;;;;-15.0; -20.0;;;;;-78.0; -86.0;;;;
14:11:04.270;;;18.3;;;;;;;;;;;;
14:11:04.986;;;;-15.0; -20.0;;;;;-80.0; -87.0;;;;
14:11:04.986;;;18.4;;;;;;;;;;;;
14:11:05.084;6.6;;;;;;;;;;;;;;
14:11:05.669;;;;-16.0; -20.0;;;;;-80.0; -87.0;;;;
14:11:05.669;;;17.9;;;;;;;;;;;;
14:11:06.275;5.6;;;;;;;;;;;;;;
14:11:06.345;;;;-20.0; -20.0;;;;;-83.0; -85.0;;;;
14:11:06.345;;;16.6;;;;;;;;;;;;
14:11:07.027;;;;-14.5; -20.0;;;;;-80.0; -86.0;;;;
14:11:07.027;;;15.6;;;;;;;;;;;;
14:11:07.275;7.8;;;;;;;;;;;;;;
14:11:07.707;;;;-20.0; -20.0;;;;;-83.0; -83.0;;;;
14:11:07.707;;;19.2;;;;;;;;;;;;
14:11:08.279;6.7;;;;;;;;;;;;;;
14:11:08.385;;;;-12.0; -19.0;;;;;-78.0; -88.0;;;;
14:11:08.385;;;17.3;;;;;;;;;;;;
14:11:09.066;;;;-12.5; -20.0;;;;;-78.0; -86.0;;;;
14:11:09.066;;;17.6;;;;;;;;;;;;
14:11:09.291;6.8;;;;;;;;;;;;;;
14:11:09.754;;;;-13.5; -20.0;;;;;-78.0; -85.0;;;;
14:11:09.754;;;17.1;;;;;;;;;;;;
14:11:10.300;5.4;;;;;;;;;;;;;;
14:11:10.467;;;;-13.5; -20.0;;;;;-80.0; -85.0;;;;
14:11:10.467;;;14.4;;;;;;;;;;;;
14:11:11.186;;;;-19.0; -20.0;;;;;-81.0; -81.0;;;;
14:11:11.186;;;15.8;;;;;;;;;;;;
14:11:11.326;8.1;;;;;;;;;;;;;;
14:11:11.866;;;;-15.0; -20.0;;;;;-77.0; -85.0;;;;
14:11:11.866;;;16.5;;;;;;;;;;;;
14:11:12.326;7.0;;;;;;;;;;;;;;
14:11:12.586;;;;-11.5; -20.0;;;;;-77.0; -87.0;;;;
14:11:12.586;;;14.9;;;;;;;;;;;;
14:11:13.306;;;;-13.5; -20.0;;;;;-79.0; -87.0;;;;
14:11:13.306;;;13.7;;;;;;;;;;;;
14:11:13.340;6.7;;;;;;;;;;;;;;
14:11:13.989;;;;-13.0; -20.0;;;;;-78.0; -86.0;;;;
14:11:13.989;;;9.2;;;;;;;;;;;;
14:11:14.351;7.0;;;;;;;;;;;;;;
14:11:14.667;;;;-14.5; -20.0;;;;;-81.0; -86.0;;;;
14:11:14.667;;;12.4;;;;;;;;;;;;
14:11:15.372;6.9;;;;;;;;;;;;;;
14:11:15.386;;;;-13.5; -20.0;;;;;-79.0; -87.0;;;;
14:11:15.386;;;13.5;;;;;;;;;;;;
14:11:16.110;;;;-12.5; -20.0;;;;;-77.0; -86.0;;;;
14:11:16.110;;;13.3;;;;;;;;;;;;
14:11:16.372;6.7;;;;;;;;;;;;;;
14:11:16.787;;;;-13.0; -20.0;;;;;-79.0; -87.0;;;;
14:11:16.787;;;12.5;;;;;;;;;;;;
14:11:17.380;6.7;;;;;;;;;;;;;;
14:11:17.505;;;;-14.0; -20.0;;;;;-77.0; -84.0;;;;
14:11:17.505;;;14.1;;;;;;;;;;;;
14:11:18.186;;;;-13.5; -20.0;;;;;-77.0; -85.0;;;;
14:11:18.186;;;13.4;;;;;;;;;;;;
14:11:18.382;6.0;;;;;;;;;;;;;;
14:11:18.866;;;;-17.5; -20.0;;;;;-82.0; -82.0;;;;
14:11:18.866;;;14.3;;;;;;;;;;;;
14:11:19.388;6.8;;;;;;;;;;;;;;
14:11:19.547;;;;-12.0; -20.0;;;;;-79.0; -87.0;;;;
14:11:19.547;;;10.6;;;;;;;;;;;;
14:11:20.266;;;;-13.0; -20.0;;;;;-78.0; -88.0;;;;
14:11:20.266;;;15.3;;;;;;;;;;;;
14:11:20.388;6.8;;;;;;;;;;;;;;
14:11:20.945;;;;-14.5; -20.0;;;;;-79.0; -85.0;;;;
14:11:20.945;;;14.8;;;;;;;;;;;;
14:11:21.388;6.3;;;;;;;;;;;;;;
14:11:21.630;;;;-15.5; -20.0;;;;;-79.0; -86.0;;;;
14:11:21.630;;;14.8;;;;;;;;;;;;
14:11:22.306;;;;-11.0; -20.0;;;;;-78.0; -87.0;;;;
14:11:22.306;;;14.7;;;;;;;;;;;;
14:11:22.403;5.3;;;;;;;;;;;;;;
14:11:22.985;;;;-14.0; -20.0;;;;;-75.0; -84.0;;;;
14:11:22.985;;;13.5;;;;;;;;;;;;
14:11:23.403;8.0;;;;;;;;;;;;;;
14:11:23.665;;;;-16.0; -20.0;;;;;-78.0; -85.0;;;;
14:11:23.665;;;14.4;;;;;;;;;;;;
14:11:24.387;;;;-13.5; -20.0;;;;;-79.0; -87.0;;;;
14:11:24.387;;;13.6;;;;;;;;;;;;
14:11:24.403;6.8;;;;;;;;;;;;;;
14:11:25.123;;;;-13.5; -20.0;;;;;-79.0; -85.0;;;;
14:11:25.123;;;13.4;;;;;;;;;;;;
14:11:25.403;6.1;;;;;;;;;;;;;;
14:11:25.787;;;;-16.5; -20.0;;;;;-76.0; -83.0;;;;
14:11:25.787;;;14.6;;;;;;;;;;;;
14:11:26.403;6.4;;;;;;;;;;;;;;
14:11:26.465;;;;-9.5; -20.0;;;;;-76.0; -86.0;;;;
14:11:26.465;;;11.8;;;;;;;;;;;;
14:11:27.185;;;;-11.5; -20.0;;;;;-77.0; -89.0;;;;
14:11:27.185;;;11.5;;;;;;;;;;;;
14:11:27.403;6.5;;;;;;;;;;;;;;
14:11:27.867;;;;-12.5; -20.0;;;;;-76.0; -87.0;;;;
14:11:27.867;;;10.6;;;;;;;;;;;;
14:11:28.429;6.3;;;;;;;;;;;;;;
14:11:28.548;;;;-10.5; -16.0;;;;;-76.0; -82.0;;;;
14:11:28.548;;;6.6;;;;;;;;;;;;
14:11:29.265;;;;-12.0; -18.0;;;;;-79.0; -84.0;;;;
14:11:29.265;;;10.4;;;;;;;;;;;;
14:11:29.986;;;;-13.0; -14.5;;;;;-79.0; -84.0;;;;
14:11:29.986;;;4.3;;;;;;;;;;;;
14:11:30.702;;;;-10.5; -15.5;;;;;-74.0; -81.0;;;;
14:11:30.702;;;3.0;;;;;;;;;;;;
14:11:31.421;;;;-10.0; -16.5;;;;;-71.0; -76.0;;;;
14:11:31.421;;;6.2;;;;;;;;;;;;
14:11:32.102;;;;-10.5; -16.0;;;;;-72.0; -78.0;;;;
14:11:32.102;;;1.8;;;;;;;;;;;;
14:11:32.782;;;;-9.0; -17.5;;;;;-71.0; -80.0;;;;
14:11:32.782;;;0.4;;;;;;;;;;;;
14:11:33.508;;;5.5;;;;;;;;;;;;
14:11:34.464;;;;-15.0; -17.0;;;;;-75.0; -77.0;;;;
14:11:34.464;;;17.0;;;;;;;;;;;;
14:11:35.426;;;;-13.0; -19.5;;;;;-75.0; -81.0;;;;
14:11:35.426;;;19.0;;;;;;;;;;;;
14:11:36.386;;;;-13.0; -15.5;;;;;-76.0; -78.0;;;;
14:11:36.386;;;15.3;;;;;;;;;;;;
14:11:37.666;;;;-13.0; -18.5;;;;;-73.0; -79.0;;;;
14:11:37.666;;;11.1;;;;;;;;;;;;
14:11:38.627;;;;-13.5; -20.0;;;;;-73.0; -80.0;;;;
14:11:38.627;;;15.6;;;;;;;;;;;;
14:11:39.598;;;;-17.5; -20.0;;;;;-79.0; -82.0;;;;
14:11:39.598;;;21.8;;;;;;;;;;;;
14:11:40.543;;;;-16.5; -20.0;;;;;-77.0; -82.0;;;;
14:11:40.543;;;20.4;;;;;;;;;;;;
14:11:41.504;;;;-17.0; -20.0;;;;;-77.0; -82.0;;;;
14:11:41.504;;;15.9;;;;;;;;;;;;
14:11:42.468;;;;-16.5; -20.0;;;;;-76.0; -82.0;;;;
14:11:42.468;;;9.8;;;;;;;;;;;;
14:11:43.747;;;;-12.0; -16.0;;;;;-74.0; -78.0;;;;
14:11:43.747;;;10.8;;;;;;;;;;;;
14:11:44.707;;;;-11.5; -16.5;;;;;-75.0; -80.0;;;;
14:11:44.707;;;11.7;;;;;;;;;;;;
14:11:45.067;;36;;;;;;;;;;;;;
14:11:45.427;;;;-14.5; -17.0;;;;;-80.0; -82.0;;;;
14:11:45.427;;;15.3;;;;;;;;;;;;
14:11:45.746;;49;;;;;;;;;;;;;
14:11:46.141;;;;-11.5; -19.5;;;;;-76.0; -83.0;;;;
14:11:46.141;;;14.7;;;;;;;;;;;;
14:11:46.754;;38;;;;;;;;;;;;;
14:11:46.800;;;;-10.5; -19.5;;;;;-75.0; -87.0;;;;
14:11:46.800;;;12.3;;;;;;;;;;;;
14:11:47.584;;;;-10.5; -17.5;;;;;-79.0; -84.0;;;;
14:11:47.584;;;10.6;;;;;;;;;;;;
14:11:47.761;;37;;;;;;;;;;;;;
14:11:48.544;;;;-10.0; -16.0;;;;;-77.0; -83.0;;;;
14:11:48.544;;;12.7;;;;;;;;;;;;
14:11:48.763;;35;;;;;;;;;;;;;
14:11:49.504;;;;-11.5; -18.0;;;;;-79.0; -86.0;;;;
14:11:49.504;;;4.6;;;;;;;;;;;;
14:11:49.756;;33;;;;;;;;;;;;;
14:11:50.464;;;;-11.5; -19.0;;;;;-81.0; -87.0;;;;
14:11:50.464;;;6.7;;;;;;;;;;;;
14:11:50.769;;41;;;;;;;;;;;;;
14:11:51.424;;;;-12.5; -17.5;;;;;-77.0; -87.0;;;;
14:11:51.424;;;7.4;;;;;;;;;;;;
14:11:51.774;;39;;;;;;;;;;;;;
14:11:52.384;;;;-12.0; -19.0;;;;;-77.0; -88.0;;;;
14:11:52.384;;;6.9;;;;;;;;;;;;
14:11:52.782;;27;;;;;;;;;;;;;
14:11:53.344;;;;-12.5; -18.0;;;;;-78.0; -85.0;;;;
14:11:53.344;;;11.9;;;;;;;;;;;;
14:11:53.780;;35;;;;;;;;;;;;;
14:11:54.304;;;;-12.0; -15.5;;;;;-81.0; -83.0;;;;
14:11:54.304;;;11.9;;;;;;;;;;;;
14:11:55.264;;;;-12.0; -16.5;;;;;-82.0; -85.0;;;;
14:11:55.264;;;17.3;;;;;;;;;;;;
14:11:56.223;;;;-15.0; -17.5;;;;;-80.0; -82.0;;;;
14:11:56.223;;;14.5;;;;;;;;;;;;
14:11:57.187;;;;-16.0; -16.5;;;;;-80.0; -80.0;;;;
14:11:57.187;;;11.6;;;;;;;;;;;;
14:11:58.146;;;;-15.0; -18.0;;;;;-80.0; -81.0;;;;
14:11:58.146;;;10.6;;;;;;;;;;;;
14:11:59.129;;;;-13.5; -16.0;;;;;-78.0; -79.0;;;;
14:11:59.129;;;11.9;;;;;;;;;;;;
14:12:00.067;;;;-14.0; -16.0;;;;;-77.0; -79.0;;;;
14:12:00.067;;;9.5;;;;;;;;;;;;
14:12:01.027;;;;-15.0; -17.5;;;;;-78.0; -80.0;;;;
14:12:01.027;;;6.5;;;;;;;;;;;;
14:12:01.986;;;;-14.0; -18.5;;;;;-78.0; -81.0;;;;
14:12:01.986;;;6.8;;;;;;;;;;;;
14:12:03.266;;;;-13.0; -17.5;;;;;-77.0; -80.0;;;;
14:12:03.266;;;8.1;;;;;;;;;;;;
14:12:05.246;;;;-13.5; -18.0;;;;;-75.0; -80.0;;;;
14:12:05.246;;;11.8;;;;;;;;;;;;
14:12:06.528;;;;-13.5; -17.5;;;;;-77.0; -81.0;;;;
14:12:06.528;;;9.5;;;;;;;;;;;;
14:12:07.809;;;;-15.5; -17.0;;;;;-79.0; -81.0;;;;
14:12:07.809;;;12.5;;;;;;;;;;;;
14:12:09.146;;;16.9;;;;;;;;;;;;
14:12:09.825;;;;-19.5; -20.0;;;;;-83.0; -86.0;;;;
14:12:09.825;;;16.3;;;;;;;;;;;;
14:12:10.530;7.1;;;;;;;;;;;;;;
14:12:10.554;;;;-16.5; -20.0;;;;;-80.0; -86.0;;;;
14:12:10.554;;;19.4;;;;;;;;;;;;
14:12:11.223;;;;-13.5; -18.5;;;;;-77.0; -82.0;;;;
14:12:11.223;;;17.5;;;;;;;;;;;;
14:12:11.544;6.7;;;;;;;;;;;;;;
14:12:11.943;;;;-20.0; -20.0;;;;;-80.0; -83.0;;;;
14:12:11.943;;;21.8;;;;;;;;;;;;
14:12:12.560;6.8;;;;;;;;;;;;;;
14:12:12.624;;;;-19.0; -19.5;;;;;-84.0; -85.0;;;;
14:12:12.624;;;18.8;;;;;;;;;;;;
14:12:13.304;;;;-13.0; -20.0;;;;;-77.0; -85.0;;;;
14:12:13.304;;;14.2;;;;;;;;;;;;
14:12:13.575;6.8;;;;;;;;;;;;;;
14:12:14.024;;;;-15.0; -15.5;;;;;-81.0; -82.0;;;;
14:12:14.024;;;11.8;;;;;;;;;;;;
14:12:14.581;6.2;;;;;;;;;;;;;;
14:12:14.704;;;;-17.5; -20.0;;;;;-76.0; -82.0;;;;
14:12:14.704;;;18.3;;;;;;;;;;;;
14:12:15.388;;;;-20.0; -20.0;;;;;-81.0; -82.0;;;;
14:12:15.388;;;22.0;;;;;;;;;;;;
14:12:15.597;7.4;;;;;;;;;;;;;;
14:12:16.067;;;;-17.0; -20.0;;;;;-76.0; -83.0;;;;
14:12:16.067;;;22.6;;;;;;;;;;;;
14:12:16.597;6.8;;;;;;;;;;;;;;
14:12:16.744;;;;-18.5; -20.0;;;;;-77.0; -82.0;;;;
14:12:16.744;;;22.8;;;;;;;;;;;;
14:12:17.466;;;;-18.5; -20.0;;;;;-79.0; -83.0;;;;
14:12:17.466;;;18.8;;;;;;;;;;;;
14:12:17.598;6.8;;;;;;;;;;;;;;
14:12:18.147;;;;-16.0; -20.0;;;;;-76.0; -82.0;;;;
14:12:18.147;;;17.2;;;;;;;;;;;;
14:12:18.600;6.5;;;;;;;;;;;;;;
14:12:18.864;;;;-18.5; -20.0;;;;;-81.0; -85.0;;;;
14:12:18.864;;;18.8;;;;;;;;;;;;
14:12:19.544;;;;-15.0; -20.0;;;;;-75.0; -83.0;;;;
14:12:19.544;;;17.7;;;;;;;;;;;;
14:12:19.613;6.3;;;;;;;;;;;;;;
14:12:20.231;;;;-20.0; -20.0;;;;;-78.0; -81.0;;;;
14:12:20.231;;;22.5;;;;;;;;;;;;
14:12:20.634;6.3;;;;;;;;;;;;;;
14:12:20.950;;;;-15.5; -20.0;;;;;-77.0; -82.0;;;;
14:12:20.950;;;17.8;;;;;;;;;;;;
14:12:21.624;;;;-19.0; -17.5;;;;;-80.0; -81.0;;;;
14:12:21.624;;;22.5;;;;;;;;;;;;
14:12:21.641;6.5;;;;;;;;;;;;;;
14:12:22.304;;;;-17.0; -20.0;;;;;-78.0; -84.0;;;;
14:12:22.304;;;20.8;;;;;;;;;;;;
14:12:22.653;6.5;;;;;;;;;;;;;;
14:12:22.983;;;;-13.5; -20.0;;;;;-76.0; -82.0;;;;
14:12:22.983;;;16.2;;;;;;;;;;;;
14:12:23.661;6.4;;;;;;;;;;;;;;
14:12:23.665;;;;-13.0; -17.0;;;;;-81.0; -86.0;;;;
14:12:23.665;;;15.9;;;;;;;;;;;;
14:12:24.345;;;;-16.0; -18.0;;;;;-78.0; -80.0;;;;
14:12:24.345;;;17.4;;;;;;;;;;;;
14:12:24.690;6.4;;;;;;;;;;;;;;
14:12:25.026;;;;-18.0; -20.0;;;;;-83.0; -85.0;;;;
14:12:25.026;;;19.3;;;;;;;;;;;;
14:12:25.692;6.6;;;;;;;;;;;;;;
14:12:25.744;;;;-13.0; -18.5;;;;;-74.0; -79.0;;;;
14:12:25.744;;;14.3;;;;;;;;;;;;
14:12:26.426;;;;-13.5; -20.0;;;;;-76.0; -86.0;;;;
14:12:26.426;;;16.9;;;;;;;;;;;;
14:12:26.702;6.8;;;;;;;;;;;;;;
14:12:27.107;;;;-20.0; -20.0;;;;;-84.0; -84.0;;;;
14:12:27.107;;;18.4;;;;;;;;;;;;
14:12:27.719;6.8;;;;;;;;;;;;;;
14:12:27.783;;;;-20.0; -20.0;;;;;-81.0; -84.0;;;;
14:12:27.783;;;19.6;;;;;;;;;;;;
14:12:28.465;;;;-15.0; -20.0;;;;;-75.0; -82.0;;;;
14:12:28.465;;;19.2;;;;;;;;;;;;
14:12:28.740;6.8;;;;;;;;;;;;;;
14:12:29.183;;;;-11.0; -20.0;;;;;-75.0; -86.0;;;;
14:12:29.183;;;16.5;;;;;;;;;;;;
14:12:29.747;6.8;;;;;;;;;;;;;;
14:12:29.864;;;;-14.0; -20.0;;;;;-76.0; -85.0;;;;
14:12:29.864;;;18.8;;;;;;;;;;;;
14:12:30.584;;;;-14.0; -20.0;;;;;-73.0; -82.0;;;;
14:12:30.584;;;18.3;;;;;;;;;;;;
14:12:30.764;6.9;;;;;;;;;;;;;;
14:12:31.270;;;;-13.5; -20.0;;;;;-73.0; -82.0;;;;
14:12:31.270;;;18.4;;;;;;;;;;;;
14:12:31.782;6.3;;;;;;;;;;;;;;
14:12:31.944;;;;-18.5; -20.0;;;;;-80.0; -84.0;;;;
14:12:31.944;;;19.4;;;;;;;;;;;;
14:12:32.629;;;;-13.0; -20.0;;;;;-74.0; -84.0;;;;
14:12:32.629;;;17.3;;;;;;;;;;;;
14:12:32.788;6.5;;;;;;;;;;;;;;
14:12:33.305;;;;-12.0; -20.0;;;;;-71.0; -84.0;;;;
14:12:33.305;;;18.3;;;;;;;;;;;;
14:12:33.788;5.8;;;;;;;;;;;;;;
14:12:34.028;;;;-14.0; -20.0;;;;;-77.0; -85.0;;;;
14:12:34.028;;;15.6;;;;;;;;;;;;
14:12:34.708;;;;-11.5; -20.0;;;;;-75.0; -87.0;;;;
14:12:34.708;;;14.7;;;;;;;;;;;;
14:12:34.793;7.0;;;;;;;;;;;;;;
14:12:35.426;;;;-13.0; -20.0;;;;;-76.0; -86.0;;;;
14:12:35.426;;;17.2;;;;;;;;;;;;
14:12:35.793;6.8;;;;;;;;;;;;;;
14:12:36.147;;;;-14.5; -20.0;;;;;-77.0; -85.0;;;;
14:12:36.147;;;19.8;;;;;;;;;;;;
14:12:36.800;6.6;;;;;;;;;;;;;;
14:12:36.825;;;;-17.0; -17.5;;;;;-84.0; -84.0;;;;
14:12:36.825;;;18.8;;;;;;;;;;;;
14:12:37.512;;;;-15.5; -20.0;;;;;-78.0; -83.0;;;;
14:12:37.512;;;18.3;;;;;;;;;;;;
14:12:37.813;6.4;;;;;;;;;;;;;;
14:12:38.224;;;;-11.5; -20.0;;;;;-71.0; -83.0;;;;
14:12:38.224;;;18.3;;;;;;;;;;;;
